article_number,article_label,article_url,image_number,image_role,block_index,gallery_index,image_id,page_variant_url,orig_url,file_path,orig_format,orig_width,orig_height,actual_format,actual_width,actual_height,byte_size,sha256,download_status,exception_note,duplicate_of,primary_class,scene_tags,scene_description,motion_cues,risk_notes
08,Точка — ООО или ИП,https://tochka.promo.page/media/3-situacii-kogda-nujno-otkryvat-ooo-a-ne-ip-619f4103009a9c67ed302d24_2_2,01,cover,,,619f422eb735f717b81694d8,https://avatars.mds.yandex.net/get-promoarticles/7000632/-4985542846067889797/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7000632/-4985542846067889797/orig,articles/08-tochka-ooo-ili-ip/01.jpeg,JPEG,2000,1333,JPEG,2000,1333,1242282,a14ba8f184b27ddff0baec009be01bfc1e416bd481c12594ddea71bb0d8ff235,ok,,,people_action,medium_shot; indoor_office; businessman; glass_partition; desk; static; people+workplace,"Лысый мужчина в деловом костюме стоит за столом и стеклянной перегородкой, глядя вниз на небольшой штамп.","Мужчина немного поднимает взгляд, а размытые сотрудники за стеклом продолжают медленно идти.","Хрупкие детали: лицо, обе кисти на столе, галстук, отражения и кромки стекла, маленький штамп, ручка и растение; не совмещать фоновых людей с фигурой."
08,Точка — ООО или ИП,https://tochka.promo.page/media/3-situacii-kogda-nujno-otkryvat-ooo-a-ne-ip-619f4103009a9c67ed302d24_2_2,02,article_image,0,,619f41a7f915220dfc4ac55b,https://avatars.mds.yandex.net/get-promoarticles/6355257/-8732477621806558044/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6355257/-8732477621806558044/orig,articles/08-tochka-ooo-ili-ip/02.jpeg,JPEG,1139,759,JPEG,1139,759,214188,f834603785314f18c6444c26a0666b27d0715777789717229384fa717a53823f,ok,,,people_action,overhead_medium_shot; indoor_cafe; paperwork; tablet; writing; dynamic; people+document+interface,"За столом в кафе один человек заполняет бумажные документы карандашом, а другой держит планшет с деловой страницей.","Карандаш делает короткую запись и приподнимается, пока второй человек удерживает планшет неподвижно.","Хрупкие детали: четыре видимые кисти и пальцы, карандаш, строки и таблицы документов, читаемый заголовок на планшете, экранные элементы, чашки и приборы."
08,Точка — ООО или ИП,https://tochka.promo.page/media/3-situacii-kogda-nujno-otkryvat-ooo-a-ne-ip-619f4103009a9c67ed302d24_2_2,03,article_image,6,,619f41d5dc7c245932edc0bd,https://avatars.mds.yandex.net/get-promoarticles/6671453/7714716836353553188/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6671453/7714716836353553188/orig,articles/08-tochka-ooo-ili-ip/03.png,PNG,770,413,PNG,770,413,225808,d5a7490866e443bd73b68a6b9d57590f4f5b5d981d6743bf8e33c3f92666bf9c,ok,,,people_action,full_body_group; white_studio; three_adults; celebration; dynamic; people+gesture,Трое взрослых в деловой и повседневной одежде радостно позируют на белом фоне с поднятыми руками.,"Центральный мужчина слегка сжимает кулаки, женщина удерживает указательный жест, а улыбки едва меняются.","Хрупкие детали: три лица и личности, все кисти и пальцы, поднятый указательный палец, края фигур на белом фоне и различия одежды."
08,Точка — ООО или ИП,https://tochka.promo.page/media/3-situacii-kogda-nujno-otkryvat-ooo-a-ne-ip-619f4103009a9c67ed302d24_2_2,04,article_image,12,,619f422eb735f717b81694d8,https://avatars.mds.yandex.net/get-promoarticles/7000632/-4985542846067889797/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7000632/-4985542846067889797/orig,articles/08-tochka-ooo-ili-ip/04.jpeg,JPEG,2000,1333,JPEG,2000,1333,1242282,a14ba8f184b27ddff0baec009be01bfc1e416bd481c12594ddea71bb0d8ff235,ok,,08/01,people_action,medium_shot; indoor_office; businessman; glass_partition; desk; static; people+workplace,"Лысый мужчина в деловом костюме стоит за столом и стеклянной перегородкой, глядя вниз на небольшой штамп.","Мужчина немного поднимает взгляд, а размытые сотрудники за стеклом продолжают медленно идти.","Хрупкие детали: лицо, обе кисти на столе, галстук, отражения и кромки стекла, маленький штамп, ручка и растение; не совмещать фоновых людей с фигурой."
08,Точка — ООО или ИП,https://tochka.promo.page/media/3-situacii-kogda-nujno-otkryvat-ooo-a-ne-ip-619f4103009a9c67ed302d24_2_2,05,article_image,17,,619f4263340b173e52675fd8,https://avatars.mds.yandex.net/get-promoarticles/6649018/6112579048472435764/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6649018/6112579048472435764/orig,articles/08-tochka-ooo-ili-ip/05.jpeg,JPEG,2000,1333,JPEG,2000,1333,1583633,b7739d13797ac97b7cf5d31eb7849a6d4b54488e6f92efcc1bd2b1fdd1f607f1,ok,,,people_action,medium_shot; indoor_office; computer_work; two_colleagues; dynamic; people+interface,Сидящий мужчина и наклонившаяся к нему женщина вместе рассматривают большой настольный монитор в кабинете.,"Женщина чуть ведёт рукой вдоль экрана, а мужчина коротко кивает, не меняя позы.","Хрупкие детали: два лица, указывающая кисть, перекрытие фигур, кромки монитора, перспектива стола и тёмные области кабинета; содержимое экрана не выдумывать."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,01,cover,,,689df26f172d53176fd2d241,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_66fbec544897e5618d148b84_689df26f172d53176fd2d241/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_66fbec544897e5618d148b84_689df26f172d53176fd2d241/orig,articles/09-dream-island-semeinye-vyhodnye/01.jpeg,JPEG,5000,3334,JPEG,5000,3334,2546257,f9a3404f773c56133a5a1db8c8a459c162ae473e92ae540d967b3929a789a366,ok,,,architecture_place,wide_shot; outdoor_night; illuminated_castle; fountain; dynamic; architecture+water+lights,Подсвеченный розово-фиолетовый замок парка возвышается ночью за круглым фонтаном.,"Струи фонтана мягко пульсируют, вода рябит, а многочисленные огни слегка мерцают.","Хрупкие детали: строгая симметрия башен, контуры крыш, множество точечных ламп, арки, фонари и повторяющиеся струи фонтана; не менять цветовую схему."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,02,article_image,3,,66fbf2009bc58f7e5e4d17b6,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_66fbec544897e5618d148b84_66fbf2009bc58f7e5e4d17b6/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_66fbec544897e5618d148b84_66fbf2009bc58f7e5e4d17b6/orig,articles/09-dream-island-semeinye-vyhodnye/02.jpeg,JPEG,2400,1600,JPEG,2400,1600,6072250,4abfe2ad80df35f6816076b7dbcfae74ec0a76faaaaf6c51497699bc60339409,ok,,,people_action,wide_shot; indoor_amusement_park; family_ride; crowd; dynamic; people+vehicle+architecture,Большая группа взрослых и детей едет в наклонённом красном вагоне аттракциона внутри ярко освещённого зала.,"Вагон проходит короткую плавную дугу, поднятые руки слегка покачиваются, а одежда и волосы реагируют на движение.","Хрупкие детали: множество лиц и кистей, точное число и размещение пассажиров, красные секции вагона, поручни, опоры аттракциона и архитектурные арки."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,03,article_image,9,,66fbf0d5d705f82bc48b7549,https://avatars.mds.yandex.net/get-promoarticles/6955478/pub_66fbec544897e5618d148b84_66fbf0d5d705f82bc48b7549/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6955478/pub_66fbec544897e5618d148b84_66fbf0d5d705f82bc48b7549/orig,articles/09-dream-island-semeinye-vyhodnye/03.jpeg,JPEG,2400,1600,JPEG,2400,1600,4670494,cdf5e9ab5ea9af2cf87d1897d2136062f6910a968330dd8ff2e2704be7bd36ef,ok,,,people_action,full_body_group; indoor_amusement_park; five_mascots; entrance; logo_sign; dynamic; people+costume+text+architecture,Пять оранжевых ростовых персонажей позируют перед входом под вывеской «Остров Мечты».,Персонажи делают по одному небольшому приветственному жесту и чуть переносят вес с ноги на ногу.,"Хрупкие детали: ровно пять костюмов, их разные лица и аксессуары, большие ладони, текст и знак «Остров Мечты / Dream Island», полосатые колонны и фоновые посетители."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,04,article_image,14,,66fbf0846a8251316f50248a,https://avatars.mds.yandex.net/get-promoarticles/6955478/pub_66fbec544897e5618d148b84_66fbf0846a8251316f50248a/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6955478/pub_66fbec544897e5618d148b84_66fbf0846a8251316f50248a/orig,articles/09-dream-island-semeinye-vyhodnye/04.jpeg,JPEG,2400,1602,JPEG,2400,1602,5752532,9ed9ac0e7ab477e1d6a98103eb6b6598a3c8e2592ba6ef4d662f11933338aaf3,ok,,,architecture_place,wide_shot; indoor_amusement_park; winter_theme; carousel; visitors; dynamic; architecture+ride+crowd,"Просторная зимняя зона крытого парка объединяет снежный дворец, горные декорации, карусель и гуляющих посетителей.","Карусель медленно вращается, посетители спокойно идут по проходу, а декоративные огни мерцают.","Хрупкие детали: сложная архитектура, подвесные световые фигуры, горный рисунок, деревья, вывески, множество мелких людей и круглая геометрия карусели."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,05,article_image,17,,66fbf0febbc8fd7457c6fcd6,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_66fbec544897e5618d148b84_66fbf0febbc8fd7457c6fcd6/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_66fbec544897e5618d148b84_66fbf0febbc8fd7457c6fcd6/orig,articles/09-dream-island-semeinye-vyhodnye/05.jpeg,JPEG,2400,1602,JPEG,2400,1602,6924356,5d53c589bc146a708361d8671f326ed5f4298d55ae256dbb64e633b69f427205,ok,,,architecture_place,wide_shot; indoor_amusement_park; dinosaur_theme; bumper_boats; water; dynamic; architecture+ride+crowd,В крытой динозавровой зоне разноцветные круглые лодки движутся по бассейну вокруг большой фигуры длинношеего динозавра.,"Лодки медленно дрейфуют и поворачиваются, вода покрывается рябью, а пассажиры слегка двигают руками.","Хрупкие детали: анатомия и масштаб динозавра, число лодок и пассажиров, водные отражения, пальмы, ограждения, вывески и плотная многоплановая геометрия."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,06,article_image,19,,66fbf11e4897e5618d14bedf,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_66fbec544897e5618d148b84_66fbf11e4897e5618d14bedf/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_66fbec544897e5618d148b84_66fbf11e4897e5618d14bedf/orig,articles/09-dream-island-semeinye-vyhodnye/06.jpeg,JPEG,2400,1602,JPEG,2400,1602,5853396,432d52734a21cd07ef5af397fadf2d7a67e96928a9c345417dfb439ab3f9a2d5,ok,,,people_action,medium_group_shot; indoor_amusement_park; family; dark_ride_vehicle; performance; dynamic; people+children+vehicle,Семья из двух взрослых и двух детей сидит в синем вагоне аттракциона перед театральными декорациями с фантастическими существами.,"Вагон очень медленно продвигается, девочка слегка поднимает ладонь, а члены семьи переводят взгляд на декорации.","Хрупкие детали: четыре лица, включая два детских, кисти и объятия, число пассажиров, номер 3, рельефные панели вагона, крылатая фигура и фоновые куклы."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,07,article_image,22,,66fbf1ce6a8251316f50320e,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_66fbec544897e5618d148b84_66fbf1ce6a8251316f50320e/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_66fbec544897e5618d148b84_66fbf1ce6a8251316f50320e/orig,articles/09-dream-island-semeinye-vyhodnye/07.jpeg,JPEG,2400,1602,JPEG,2400,1602,6199759,bc8f01526ed613856d2f133760b6b9bb66861d00503aec36b93ede9aa4a56217,ok,,,portrait_closeup,medium_close_up; indoor_stage; costumed_performer; green_hat; illustrated_cards; static; portrait+hand+text,Бородатый артист в высоком зелёном цилиндре держит перед камерой две иллюстрированные карточки на сцене.,"Артист моргает и чуть приподнимает верхнюю карточку, отчего борода и рука слегка смещаются.","Хрупкие детали: лицо и глаза, огромная борода, цилиндр, обе кисти и пальцы, печатный текст и рисунки на карточках, звёздные огни фона."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,08,article_image,24,,66fbf1e06a8251316f5032df,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_66fbec544897e5618d148b84_66fbf1e06a8251316f5032df/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_66fbec544897e5618d148b84_66fbf1e06a8251316f5032df/orig,articles/09-dream-island-semeinye-vyhodnye/08.jpeg,JPEG,2400,1602,JPEG,2400,1602,6180197,0a01a8e8ca7442a76e90988a663441de35e17760b595973f5e4161ba4d876d6f,ok,,,architecture_place,wide_shot; indoor_amusement_park; fantasy_theme; smurfs_sign; visitors; dynamic; architecture+text+crowd,"Широкая панорама яркой сказочной зоны парка показывает большой знак «Смурфики», декоративные цветы, башню и посетителей.","Посетители медленно проходят по дорожкам, а гирлянды и вывески мягко мерцают.","Хрупкие детали: крупная кириллическая вывеска, мелкие указатели, башня и домики, гигантские растения, ограждения, множество маленьких фигур и насыщенные цвета."
09,Остров мечты — Семейные выходные,https://dreamisland.promo.page/media/kak-provesti-vyhodnye-semei-vybiraiu-ostrov-mechty-66fbec544897e5618d148b84_0_0,09,article_image,26,,66fbf21b9bc58f7e5e4d18da,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_66fbec544897e5618d148b84_66fbf21b9bc58f7e5e4d18da/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_66fbec544897e5618d148b84_66fbf21b9bc58f7e5e4d18da/orig,articles/09-dream-island-semeinye-vyhodnye/09.jpeg,JPEG,2400,1600,JPEG,2400,1600,4345711,c3ffdf365243b7eb7fadc3f27e0346780071a275690ad168836ccce10b45188b,ok,,,people_action,medium_shot; indoor_amusement_park; spinning_ride; adult_and_child; dynamic; people+vehicle+text,Мужчина и смеющийся мальчик едут вместе в красной кабине вращающегося аттракциона среди других пассажиров.,"Кабина проходит короткую дугу и слегка наклоняется, мужчина с мальчиком удерживаются за поручень и смеются.","Хрупкие детали: два главных лица, кисти на поручне, позы и перекрытие тел, прозрачные экраны и красно-белые кабины, фоновые пассажиры, огни и крупные буквы вывески."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,01,cover,,,6807b14c77a8441a17c952df,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_6807aec162bbbf0750cbbaf0_6807b14c77a8441a17c952df/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_6807aec162bbbf0750cbbaf0_6807b14c77a8441a17c952df/orig,articles/10-exeed-rx/01.jpeg,JPEG,1999,1334,JPEG,1999,1334,139183,693f753d0db395bc541830be8fb68ac95ab3275cab2d615ee606bddcedc42fbb,ok,,,vehicle_mechanism,close_up; vehicle_interior; panoramic_dashboard; digital_ui; static; vehicle+interface+text,Панорамный цифровой экран с приборной панелью и интерфейсом автомобиля расположен над тёмной передней панелью салона.,"По глянцевому экрану медленно проходит мягкий блик, а подсветка интерфейса остаётся стабильной.","Хрупкие детали: все цифры, пиктограммы и мелкий текст интерфейса, изображение автомобиля, круглые сенсорные элементы, изгиб экрана, отражения и линии подсветки."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,02,article_image,3,,6807af7377a8441a17c93ae0,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af7377a8441a17c93ae0/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af7377a8441a17c93ae0/orig,articles/10-exeed-rx/02.jpeg,JPEG,1600,900,JPEG,1600,900,156610,9bf1b886665d89dd34b9137d205331c749fa53257cf6a1d69e8b21eaf8c074d3,ok,,,vehicle_mechanism,wide_shot; outdoor_city_bridge; suv; driving; sunset; dynamic; vehicle+architecture,"Серый кроссовер едет по городскому мосту на фоне арочных конструкций, небоскрёбов и закатного неба.","Колёса равномерно вращаются, дорожное ограждение смещается с параллаксом, а отражения скользят по кузову.","Хрупкие детали: пропорции кузова, четыре колеса и спицы, решётка и светотехника, шильдики, арки моста, городской горизонт и направление дорожного смаза."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,03,article_image,6,,6807af73985a846b79746b72,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_6807aec162bbbf0750cbbaf0_6807af73985a846b79746b72/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_6807aec162bbbf0750cbbaf0_6807af73985a846b79746b72/orig,articles/10-exeed-rx/03.png,PNG,1600,838,PNG,1600,838,957712,e811ddc0ee2933982e2a1140b9946098e6f7238d1b9e9429a49c4baf68e8a1d6,ok,,,vehicle_mechanism,wide_shot; outdoor_stylized_platform; suv; three_quarter_view; reflective_floor; static; vehicle+nature,Светло-серый кроссовер стоит в ракурсе три четверти на отражающей плиточной площадке у спокойного горизонта.,"Облака медленно смещаются, отражение на плитке слегка меняется, а автомобиль остаётся неподвижным.","Хрупкие детали: точная геометрия кузова, колёс и решётки, логотип и надпись RX, зеркальное отражение, сетка плитки и ровная линия горизонта."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,04,article_image,14,,6807af730dbc3a6a8b496d58,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af730dbc3a6a8b496d58/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af730dbc3a6a8b496d58/orig,articles/10-exeed-rx/04.png,PNG,1438,841,PNG,1438,841,1955481,2aa9f673b3c726d84d20964c240278312c63cdd63d91e7551a9f2891ab18eb66,ok,,,vehicle_mechanism,wide_shot; architectural_studio; suv_front_view; centered_symmetry; backlight; static; vehicle+architecture+text,Серый кроссовер показан строго спереди в светлом архитектурном коридоре с сильной золотой подсветкой сзади.,"Свет за автомобилем плавно усиливается, а блики медленно проходят по капоту и полу.","Хрупкие детали: фронтальная симметрия, ромбовидная решётка, вертикальные ходовые огни, буквы EXEED, табличка RX, зеркала, колёса и прямые линии колонн."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,05,article_image,19,,6807af730dbc3a6a8b496d57,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af730dbc3a6a8b496d57/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af730dbc3a6a8b496d57/orig,articles/10-exeed-rx/05.png,PNG,1173,657,PNG,1173,657,788826,a3e564db7c96169a5719f369c41100600f9753bfd6aea3b717eefb1c1907c457,ok,,,vehicle_mechanism,medium_shot; neutral_studio; two_transmissions; technical_components; reflective_surface; static; vehicle+product,Два сложных металлических автомобильных агрегата разных размеров стоят рядом на серой отражающей поверхности.,"Агрегаты остаются неподвижными, а по металлическим рёбрам и отражению медленно перемещаются световые блики.","Хрупкие детали: ровно два агрегата, множество шестерён, рёбер, отверстий, кабелей и мелких креплений, их разные формы и зеркальные отражения; не сливать механизмы."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,06,article_image,24,,6807af730dbc3a6a8b496d59,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af730dbc3a6a8b496d59/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6807aec162bbbf0750cbbaf0_6807af730dbc3a6a8b496d59/orig,articles/10-exeed-rx/06.jpeg,JPEG,1600,1066,JPEG,1600,1066,203243,35b165e7897196648f2bc57f6e40d78f36ab9b98577818f3332c610bcca0817d,ok,,,vehicle_mechanism,wide_close_up; vehicle_interior; cockpit; steering_wheel; infotainment_ui; static; vehicle+interface+text,"Светлый салон автомобиля показан со стороны пассажира с рулём, широким цифровым экраном, дефлекторами и центральной консолью.","Солнечный блик медленно скользит по панели, а подсветка экрана и органов управления остаётся стабильной.","Хрупкие детали: руль и центральный шильдик, экранные иконки и текст, круглые регуляторы, дефлекторы, кнопки, строчка обивки, зеркала и перспектива панелей."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,07,article_image,31,,6807af7377a8441a17c93ae1,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_6807aec162bbbf0750cbbaf0_6807af7377a8441a17c93ae1/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_6807aec162bbbf0750cbbaf0_6807af7377a8441a17c93ae1/orig,articles/10-exeed-rx/07.png,PNG,1462,822,PNG,1462,822,1569895,428262c259f2cb0a8a0818c13a79deba41d5bfa1ec198521f79597c81069be0c,ok,,,vehicle_mechanism,wide_shot; architectural_studio; suv; three_quarter_view; sunset; static; vehicle+architecture,Серый кроссовер стоит в ракурсе три четверти между высокими колоннами в тёплом закатном свете.,"Тёплый свет медленно смещается по кузову и полу, а автомобиль сохраняет неподвижную позу.","Хрупкие детали: пропорции кузова, колесные спицы, решётка, вертикальная светотехника, буквы EXEED, табличка RX, стеклянные контуры и длинная тень."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,08,gallery_image,39,0,6807af76985a846b79746bb2,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_6807aec162bbbf0750cbbaf0_6807af76985a846b79746bb2/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_6807aec162bbbf0750cbbaf0_6807af76985a846b79746bb2/orig,articles/10-exeed-rx/08.png,PNG,1273,804,PNG,1273,804,2300465,f25f136a115614452394d9cc3930c6909bf881bc0db3338b41f7cacaf297a95e,ok,,,vehicle_mechanism,wide_shot; outdoor_urban_street; suv; front_three_quarter; headlights_on; dynamic; vehicle+architecture+nature,"Серый кроссовер с включёнными фарами движется по улице перед современным зданием, частично обрамлённый зеленью.","Автомобиль медленно катится вперёд, колёса поворачиваются, отражения скользят по кузову, а листья на переднем плане слегка дрожат.","Хрупкие детали: форма кузова и колёс, световой рисунок фар, логотип и RX, водитель за стеклом, отражения здания, перспективные линии дороги и перекрывающая зелень."
10,EXEED — Факты об EXEED RX,https://exeed.promo.page/media/7-faktov-ob-exeed-rx-v-kotorom-produmany-vse-detali-6807aec162bbbf0750cbbaf0_0_0,09,gallery_image,39,1,687f80b7f3ad072281dafa44,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_6807aec162bbbf0750cbbaf0_687f80b7f3ad072281dafa44/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_6807aec162bbbf0750cbbaf0_687f80b7f3ad072281dafa44/orig,articles/10-exeed-rx/09.png,PNG,1534,599,PNG,1534,599,139339,c616d0da58348cc816a4e5c5f9ab110b0fd5a1b9c79017a9312d5de739d5d044,ok,,,text_interface_collage,full_frame; white_background; russian_fine_print; legal_disclaimer; static; text_only,На белом фоне размещён плотный блок мелкого русского текста с условиями автомобильной кредитной акции и ссылкой.,"Полностью статичный кадр без движения текста, масштаба или камеры.","Критично сохранить весь текст дословно, включая даты, проценты, числа, кавычки, ссылку, обозначения EXEED RX и 18+, а также исходные переносы строк и резкость; любое движение создаст нечитаемость."
11,O’STIN — Весенняя капсула,https://ostin.promo.page/media/cheklist-sobiraem-stilnuiu-vesenniuiu-kapsulu-v-ostin-6602c684a25fc4344f7e4264_0_0,01,cover,,,66059f1829dae666f74bd42c,https://avatars.mds.yandex.net/get-promoarticles/7191255/pub_6602c684a25fc4344f7e4264_66059f1829dae666f74bd42c/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7191255/pub_6602c684a25fc4344f7e4264_66059f1829dae666f74bd42c/orig,articles/11-ostin-vesenniaia-kapsula/01.jpeg,JPEG,4500,1636,JPEG,4500,1636,1914532,05eec59a6435737d7d801af082bca264d531dcad32341b1e23a793ccbf1d5512,ok,,,text_interface_collage,панорамный коллаж; фотостудия за кулисами; одна модель в нескольких полосовых фрагментах; рейл с одеждой и световое оборудование; static; человек + интерьер + брендированный реквизит,"Панорама фотостудии собрана из смещённых горизонтальных полос, в которых справа повторяются фрагменты блондинки в чёрном и видны пакеты O’STIN.",Сохранить полосовую композицию; допустимы лишь моргание и слабое движение волос в цельном фрагменте модели.,"Горизонтальные швы и намеренные повторы лица и тела нельзя склеивать; мелкие стойки, кабели, одежда и логотипы O’STIN особенно хрупки."
11,O’STIN — Весенняя капсула,https://ostin.promo.page/media/cheklist-sobiraem-stilnuiu-vesenniuiu-kapsulu-v-ostin-6602c684a25fc4344f7e4264_0_0,02,article_image,3,,66057165d460f948fc1fd086,https://avatars.mds.yandex.net/get-promoarticles/7191255/pub_6602c684a25fc4344f7e4264_66057165d460f948fc1fd086/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7191255/pub_6602c684a25fc4344f7e4264_66057165d460f948fc1fd086/orig,articles/11-ostin-vesenniaia-kapsula/02.jpeg,JPEG,1280,1280,JPEG,1280,1280,122855,370b9b469bbf9103c2fa8e4daa6a2bfa455db7f3747c68958424c6008589e1ee,ok,,,portrait_closeup,крупный портрет; нейтральный серый фон; блондинка; чёрный жакет и жемчужный чокер; рука за шеей; static; лицо + рука + волосы,"Блондинка в чёрном жакете и жемчужном чокере смотрит прямо в камеру, положив руку за шею.","Одно мягкое моргание, спокойное дыхание и едва заметное движение прядей у щеки.","Крупное лицо, взгляд и контуры губ требуют стабильности; хрупки частично скрытая волосами рука, жемчужины и тонкие чёрные ленты."
